-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 07/01/2021 through 07/31/2021 
Location: Latitude  44.9591   Longitude -93.2878 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 273.48 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
SZA                     CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PS                      MERRA-2 Surface Pressure (kPa) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PS,WD10M
2021,7,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.43,72.88,98.56,352.21
2021,7,1,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.47,77.44,98.57,5.92
2021,7,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17.6,81.69,98.59,23.51
2021,7,1,3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17.02,84.44,98.6,37.39
2021,7,1,4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.69,87.12,98.61,49.09
2021,7,1,5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.51,87.62,98.61,63.43
2021,7,1,6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.3,78.69,98.63,75.04
2021,7,1,7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.02,74.56,98.64,78.26
2021,7,1,8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,24.58,64.44,98.64,79.52
2021,7,1,9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,26.23,57.31,98.63,74.57
2021,7,1,10,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,27.27,53.56,98.64,66.57
2021,7,1,11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,28.01,51.81,98.65,56.12
2021,7,1,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,28.44,51.5,98.64,47.42
2021,7,1,13,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,28.55,52.5,98.59,40.77
2021,7,1,14,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,28.38,53.81,98.59,36.79
2021,7,1,15,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,27.62,56.69,98.55,33.02
2021,7,1,16,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,26.62,60.62,98.53,33.44
2021,7,1,17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,25.89,63.88,98.56,38.73
2021,7,1,18,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,24.29,70.69,98.63,42.03
