-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 08/01/2020 through 08/31/2020 
Location: Latitude  44.9591   Longitude -93.2878 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 273.48 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
SZA                     CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PS                      MERRA-2 Surface Pressure (kPa) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PS,WD10M
2020,8,1,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,16.88,82.75,98.24,212.89
2020,8,1,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,16.37,85.56,98.23,222.63
2020,8,1,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,15.98,87.44,98.21,230.5
2020,8,1,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,15.48,89.81,98.21,240.67
2020,8,1,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,14.81,92.75,98.22,251.68
2020,8,1,5,35.99,0.4,0.18,86.09,12.58,1.48,0.0,0.02,15.64,91.06,98.23,259.17
2020,8,1,6,175.53,0.55,0.18,75.94,73.45,7.98,0.04,0.2,18.27,79.0,98.21,261.49
2020,8,1,7,359.05,0.65,0.19,65.35,156.62,17.79,0.19,0.95,20.22,75.56,98.19,256.05
2020,8,1,8,530.24,0.7,0.18,54.74,235.8,28.62,0.47,2.33,23.54,61.56,98.19,251.25
2020,8,1,9,661.69,0.7,0.16,44.54,299.1,37.94,0.8,3.95,25.4,52.94,98.18,243.57
2020,8,1,10,716.73,0.66,0.16,35.48,326.33,42.77,1.07,5.38,26.05,51.56,98.18,250.7
2020,8,1,11,680.2,0.59,0.16,28.97,313.25,42.37,1.16,5.83,26.08,52.44,98.16,265.9
2020,8,1,12,610.09,0.52,0.17,27.07,282.83,39.6,1.12,5.65,26.07,54.38,98.13,279.39
2020,8,1,13,593.83,0.52,0.18,30.7,277.83,38.98,1.07,5.4,26.08,56.69,98.1,290.4
2020,8,1,14,414.09,0.4,0.17,38.26,196.58,28.2,0.72,3.67,26.15,59.12,98.08,298.03
2020,8,1,15,314.77,0.35,0.17,47.8,148.4,21.12,0.46,2.3,25.89,62.38,98.06,310.42
2020,8,1,16,251.68,0.36,0.16,58.21,116.92,16.09,0.27,1.3,25.29,66.62,98.05,322.09
2020,8,1,17,148.62,0.31,0.16,68.87,67.08,8.97,0.09,0.45,24.63,71.5,98.05,330.44
2020,8,1,18,64.48,0.27,0.16,79.38,27.7,3.47,0.02,0.08,23.33,80.62,98.07,336.59
2020,8,1,19,10.27,0.3,0.12,88.49,3.0,0.43,0.0,0.0,20.69,89.56,98.09,338.4
2020,8,1,20,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,19.66,90.31,98.12,343.46
2020,8,1,21,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,19.52,89.19,98.13,353.87
2020,8,1,22,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,19.2,89.94,98.14,2.32
2020,8,1,23,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,18.53,91.81,98.15,5.49
2020,8,2,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,17.73,94.06,98.15,3.9
2020,8,2,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,17.04,95.19,98.15,359.08
2020,8,2,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,16.4,95.25,98.16,355.84
2020,8,2,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,15.75,95.19,98.19,354.53
2020,8,2,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,15.13,95.31,98.24,354.33
2020,8,2,5,33.25,0.38,0.16,86.25,11.9,1.45,0.01,0.02,14.99,94.25,98.29,354.19
2020,8,2,6,168.8,0.53,0.19,76.1,71.27,7.72,0.04,0.2,15.92,89.44,98.35,0.25
