-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 07/01/2020 through 07/31/2020 
Location: Latitude  44.9591   Longitude -93.2878 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 273.48 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
SZA                     CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PS                      MERRA-2 Surface Pressure (kPa) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PS,WD10M
2020,7,1,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,22.75,95.88,97.9,155.78
2020,7,1,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,22.69,95.88,97.94,159.88
2020,7,1,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,22.62,95.31,97.99,166.53
2020,7,1,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,22.14,94.19,98.05,179.11
2020,7,1,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,21.37,95.31,98.03,178.1
2020,7,1,5,39.45,0.2,0.17,81.48,17.9,2.38,0.01,0.02,21.57,94.56,97.99,156.46
2020,7,1,6,128.54,0.31,0.16,72.02,56.15,7.32,0.06,0.3,22.65,90.88,97.93,136.22
2020,7,1,7,265.41,0.42,0.16,61.53,120.4,15.76,0.24,1.17,24.01,88.38,97.88,125.56
2020,7,1,8,387.73,0.47,0.17,50.89,176.77,23.38,0.48,2.42,25.33,83.06,97.86,133.86
2020,7,1,9,485.85,0.48,0.12,40.48,223.23,30.04,0.76,3.9,26.36,79.75,97.92,142.12
2020,7,1,10,658.34,0.59,0.18,30.97,304.2,39.9,1.13,5.67,27.35,76.56,98.04,155.97
2020,7,1,11,705.17,0.59,0.17,23.88,323.05,43.55,1.32,6.62,27.83,74.38,98.13,169.34
2020,7,1,12,815.86,0.66,0.17,21.9,381.27,51.12,1.59,7.98,27.9,73.62,98.14,148.67
2020,7,1,13,841.88,0.71,0.16,26.27,387.95,51.5,1.53,7.75,27.76,74.94,98.13,138.54
2020,7,1,14,701.78,0.65,0.16,34.59,323.62,42.97,1.18,6.0,27.73,76.38,98.12,141.52
2020,7,1,15,596.38,0.63,0.17,44.59,274.38,36.0,0.84,4.33,28.1,75.19,98.12,152.53
2020,7,1,16,433.91,0.58,0.17,55.15,198.5,25.73,0.48,2.35,28.14,74.81,98.13,168.94
2020,7,1,17,285.4,0.53,0.17,65.77,129.2,16.16,0.2,0.95,27.58,75.88,98.15,182.19
2020,7,1,18,136.62,0.43,0.17,76.12,59.98,7.31,0.04,0.2,26.94,83.88,98.16,197.58
2020,7,1,19,31.16,0.33,0.15,85.86,11.77,1.52,0.01,0.02,26.64,76.06,98.19,215.13
2020,7,1,20,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,26.78,70.38,98.24,225.42
2020,7,1,21,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,26.56,70.62,98.28,235.3
2020,7,1,22,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,26.19,74.06,98.33,265.36
2020,7,1,23,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,25.69,75.94,98.38,308.88
2020,7,2,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,25.18,76.62,98.4,319.86
2020,7,2,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,24.62,78.75,98.39,311.99
2020,7,2,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,23.97,81.94,98.39,317.26
2020,7,2,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,23.15,85.94,98.42,8.49
2020,7,2,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,21.9,92.31,98.48,40.01
2020,7,2,5,85.11,0.45,0.2,81.59,36.35,4.02,0.01,0.05,22.55,94.44,98.51,52.5
2020,7,2,6,244.48,0.6,0.16,72.1,106.45,11.58,0.09,0.42,24.0,87.38,98.53,61.77
2020,7,2,7,424.55,0.68,0.17,61.62,190.8,22.46,0.3,1.52,25.73,81.31,98.54,71.07
2020,7,2,8,597.2,0.72,0.19,50.97,272.85,34.09,0.66,3.23,27.58,73.94,98.54,74.9
2020,7,2,9,729.79,0.73,0.16,40.56,338.02,44.11,1.08,5.38,28.73,70.12,98.55,81.98
2020,7,2,10,775.7,0.69,0.16,31.05,362.4,48.89,1.38,6.95,29.48,67.56,98.55,87.3
2020,7,2,11,813.45,0.68,0.16,23.96,380.42,52.12,1.58,8.02,29.97,65.88,98.55,84.29
2020,7,2,12,848.51,0.7,0.16,21.97,398.67,54.05,1.65,8.42,30.23,64.94,98.53,68.33
2020,7,2,13,884.53,0.75,0.2,26.31,410.12,54.89,1.61,8.23,30.16,65.25,98.5,52.75
2020,7,2,14,806.82,0.74,0.2,34.62,372.58,49.14,1.31,6.6,30.02,66.56,98.5,51.02
2020,7,2,15,683.16,0.73,0.19,44.6,315.67,40.47,0.91,4.52,29.84,68.5,98.49,54.5
2020,7,2,16,522.69,0.7,0.17,55.17,239.4,29.48,0.52,2.55,30.05,69.25,98.46,62.95
2020,7,2,17,354.88,0.66,0.2,65.79,161.02,18.37,0.21,1.05,29.86,68.44,98.44,70.95
2020,7,2,18,180.28,0.57,0.2,76.14,79.08,8.29,0.04,0.23,28.36,75.5,98.45,79.4
2020,7,2,19,37.99,0.41,0.19,85.89,14.38,1.65,0.01,0.02,26.32,83.88,98.46,93.47
2020,7,2,20,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,25.0,83.69,98.5,108.96
2020,7,2,21,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,24.13,87.19,98.52,128.37
2020,7,2,22,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,23.53,89.94,98.54,149.52
2020,7,2,23,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,23.05,91.0,98.55,168.11
2020,7,3,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,22.55,89.81,98.56,181.11
2020,7,3,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,21.78,89.88,98.58,193.24
2020,7,3,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,21.09,90.5,98.61,209.14
2020,7,3,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,20.8,90.56,98.64,227.68
2020,7,3,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,20.61,91.62,98.68,244.49
2020,7,3,5,74.38,0.39,0.17,81.71,32.83,3.96,0.02,0.08,21.69,89.19,98.7,254.99
2020,7,3,6,216.55,0.54,0.14,72.19,94.85,11.02,0.09,0.42,22.8,82.56,98.73,255.53
2020,7,3,7,411.04,0.66,0.15,61.7,185.05,21.85,0.3,1.5,24.58,79.0,98.72,212.69
2020,7,3,8,583.86,0.7,0.15,51.05,266.3,33.21,0.66,3.23,27.76,61.94,98.68,153.98
2020,7,3,9,712.7,0.71,0.15,40.65,328.23,42.52,1.05,5.27,29.11,57.5,98.66,125.67
2020,7,3,10,838.8,0.74,0.18,31.15,388.75,51.36,1.45,7.35,29.68,57.0,98.64,127.59
2020,7,3,11,853.79,0.71,0.16,24.05,396.17,53.13,1.62,8.2,30.07,56.12,98.62,133.61
2020,7,3,12,806.81,0.66,0.16,22.05,376.67,50.89,1.57,7.95,30.39,55.19,98.6,138.11
2020,7,3,13,822.73,0.7,0.16,26.37,379.08,50.41,1.51,7.6,30.7,54.0,98.57,136.81
2020,7,3,14,724.36,0.67,0.16,34.66,334.0,44.24,1.22,6.17,31.0,52.31,98.55,133.12
2020,7,3,15,637.86,0.68,0.16,44.62,293.6,37.62,0.88,4.38,30.96,51.75,98.52,140.95
2020,7,3,16,481.88,0.64,0.16,55.19,219.15,27.14,0.49,2.45,31.12,55.62,98.5,159.44
2020,7,3,17,313.17,0.58,0.16,65.81,140.83,16.48,0.2,1.0,30.4,59.62,98.5,67.22
2020,7,3,18,149.92,0.48,0.18,76.16,65.3,7.52,0.05,0.23,29.34,55.44,98.51,69.55
2020,7,3,19,29.33,0.31,0.15,85.92,11.15,1.45,0.01,0.02,28.67,53.62,98.52,201.37
2020,7,3,20,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,27.62,54.69,98.54,238.06
2020,7,3,21,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,26.3,61.19,98.54,253.05
2020,7,3,22,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,25.2,66.25,98.54,265.37
2020,7,3,23,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,23.95,71.5,98.55,276.66
2020,7,4,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,22.69,78.19,98.56,288.43
2020,7,4,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,21.73,83.31,98.56,300.18
2020,7,4,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,21.02,86.81,98.58,311.63
2020,7,4,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,20.56,88.69,98.59,322.41
2020,7,4,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,20.19,90.31,98.59,330.74
2020,7,4,5,75.09,0.4,0.2,81.84,32.33,3.7,0.02,0.05,21.73,88.69,98.6,337.88
2020,7,4,6,223.85,0.55,0.14,72.27,97.38,10.88,0.09,0.45,23.33,80.44,98.59,342.0
2020,7,4,7,392.93,0.63,0.14,61.79,176.75,21.02,0.3,1.52,25.14,77.62,98.57,338.2
2020,7,4,8,568.22,0.69,0.14,51.15,258.88,32.2,0.66,3.25,27.94,65.75,98.54,339.54
2020,7,4,9,711.27,0.71,0.14,40.73,327.67,42.16,1.07,5.4,29.58,58.31,98.51,345.77
2020,7,4,10,764.66,0.68,0.15,31.24,354.15,47.15,1.38,6.98,30.59,54.44,98.48,5.84
2020,7,4,11,838.7,0.7,0.15,24.15,390.12,52.27,1.63,8.35,31.31,52.12,98.45,31.43
2020,7,4,12,818.27,0.67,0.16,22.13,381.8,51.11,1.62,8.25,31.85,50.38,98.42,52.13
2020,7,4,13,812.48,0.69,0.16,26.43,375.52,50.13,1.53,7.8,32.21,49.31,98.37,94.4
2020,7,4,14,775.7,0.72,0.16,34.7,356.52,46.38,1.28,6.52,32.3,48.94,98.33,166.91
2020,7,4,15,618.92,0.66,0.16,44.66,283.77,36.37,0.85,4.27,32.07,49.56,98.27,188.6
2020,7,4,16,488.95,0.65,0.16,55.22,221.25,27.03,0.48,2.4,31.44,52.88,98.23,199.78
2020,7,4,17,331.95,0.62,0.18,65.84,147.48,16.8,0.2,0.98,32.26,49.56,98.21,217.15
2020,7,4,18,163.12,0.52,0.2,76.2,69.4,7.59,0.04,0.2,30.69,51.69,98.22,241.07
2020,7,4,19,32.88,0.35,0.16,85.96,12.35,1.51,0.01,0.02,28.62,62.31,98.26,261.75
2020,7,4,20,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,27.44,62.44,98.29,274.0
2020,7,4,21,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,26.62,64.62,98.3,275.13
2020,7,4,22,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,26.01,66.69,98.31,270.35
2020,7,4,23,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,25.48,68.81,98.3,263.84
2020,7,5,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,24.74,72.38,98.28,262.95
2020,7,5,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,24.01,75.75,98.29,267.04
2020,7,5,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,23.57,78.62,98.29,269.47
2020,7,5,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,23.34,80.19,98.3,267.77
2020,7,5,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,22.98,80.62,98.3,257.95
2020,7,5,5,71.43,0.39,0.19,81.96,31.15,3.61,0.01,0.05,23.2,88.31,98.29,246.49
2020,7,5,6,234.97,0.59,0.2,72.37,102.5,11.09,0.09,0.42,24.36,79.38,98.27,236.58
2020,7,5,7,411.82,0.66,0.2,61.88,186.12,21.74,0.3,1.52,25.48,76.44,98.25,228.52
2020,7,5,8,563.45,0.68,0.15,51.23,258.05,32.21,0.65,3.2,27.6,68.06,98.24,239.73
2020,7,5,9,710.8,0.71,0.15,40.83,329.0,42.43,1.06,5.35,28.95,63.19,98.24,247.4
2020,7,5,10,819.11,0.73,0.15,31.34,381.73,50.34,1.45,7.38,29.9,61.0,98.25,248.37
2020,7,5,11,860.79,0.72,0.16,24.26,403.0,53.84,1.66,8.55,30.47,60.19,98.25,247.66
2020,7,5,12,823.27,0.67,0.16,22.23,388.42,52.31,1.64,8.48,30.82,59.75,98.22,245.54
2020,7,5,13,805.7,0.69,0.16,26.49,374.08,50.31,1.52,7.77,31.07,59.38,98.18,240.7
2020,7,5,14,713.64,0.66,0.16,34.74,330.17,43.86,1.21,6.15,31.18,59.06,98.13,234.94
2020,7,5,15,581.05,0.62,0.16,44.7,269.3,35.1,0.84,4.2,30.98,60.06,98.1,234.81
