-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 02/01/2020 through 02/29/2020 
Location: Latitude  44.9591   Longitude -93.2878 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 273.48 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
SZA                     CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PS                      MERRA-2 Surface Pressure (kPa) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PS,WD10M
2020,2,1,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-2.77,98.44,98.06,241.83
2020,2,1,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-2.95,98.38,98.02,237.78
2020,2,1,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-3.34,98.44,97.98,234.25
2020,2,1,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-4.31,98.88,97.94,236.88
2020,2,1,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-5.29,99.06,97.92,244.03
2020,2,1,5,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-5.91,98.5,97.88,251.57
2020,2,1,6,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-7.11,98.44,97.92,259.75
2020,2,1,7,8.77,0.56,0.27,89.36,1.62,0.25,0.0,0.0,-8.62,98.69,97.87,261.2
2020,2,1,8,91.93,0.47,0.54,81.98,39.17,4.94,0.01,0.05,-8.06,97.12,97.8,259.96
2020,2,1,9,190.71,0.48,0.48,73.78,85.85,11.23,0.05,0.25,-5.62,94.62,97.78,262.31
2020,2,1,10,342.45,0.63,0.58,67.29,153.17,21.42,0.16,0.85,-4.11,94.75,97.75,257.91
2020,2,1,11,314.89,0.5,0.52,63.11,149.45,21.55,0.22,1.15,-2.85,95.19,97.72,252.44
2020,2,1,12,292.16,0.44,0.48,61.72,141.3,20.89,0.23,1.23,-1.81,95.12,97.64,244.73
2020,2,1,13,197.79,0.31,0.48,63.33,101.42,15.27,0.15,0.83,-0.88,94.88,97.52,228.47
2020,2,1,14,201.87,0.38,0.48,67.7,100.23,14.08,0.1,0.58,-0.17,94.25,97.42,211.89
2020,2,1,15,101.55,0.27,0.48,74.33,50.77,7.51,0.03,0.17,0.15,94.62,97.29,183.35
2020,2,1,16,55.93,0.3,0.52,82.21,26.58,3.79,0.01,0.05,0.08,95.25,97.11,174.55
2020,2,1,17,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-0.25,96.5,97.0,180.98
2020,2,1,18,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-0.76,97.31,96.84,186.63
2020,2,1,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-1.1,98.12,96.7,199.68
2020,2,1,20,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-0.9,98.31,96.54,211.68
2020,2,1,21,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-0.51,98.12,96.44,221.95
2020,2,1,22,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,0.25,97.38,96.33,238.05
2020,2,1,23,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,0.65,96.5,96.26,249.32
2020,2,2,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,0.56,95.38,96.23,253.18
2020,2,2,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,0.42,93.44,96.25,259.72
2020,2,2,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,0.48,92.0,96.3,265.32
2020,2,2,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,0.63,91.94,96.34,270.0
2020,2,2,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,0.96,91.56,96.36,275.47
2020,2,2,5,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,1.32,91.06,96.4,279.42
2020,2,2,6,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,1.32,91.38,96.48,279.74
2020,2,2,7,8.92,0.52,0.32,89.29,1.95,0.3,0.0,0.0,1.01,92.19,96.57,275.53
2020,2,2,8,114.36,0.57,0.58,81.77,46.73,5.45,0.01,0.05,1.09,92.56,96.65,273.92
2020,2,2,9,280.43,0.7,0.56,73.55,119.5,14.48,0.06,0.33,1.19,92.38,96.74,276.62
2020,2,2,10,418.25,0.77,0.62,67.04,181.4,24.12,0.18,1.0,1.32,91.75,96.82,276.95
2020,2,2,11,500.55,0.78,0.62,62.83,219.45,30.47,0.3,1.65,1.46,90.69,96.89,274.02
2020,2,2,12,509.69,0.76,0.52,61.43,223.2,30.38,0.33,1.77,1.53,90.12,96.91,272.11
2020,2,2,13,461.55,0.73,0.51,63.04,203.3,27.48,0.28,1.5,1.5,90.62,96.96,273.15
2020,2,2,14,379.4,0.7,0.49,67.42,164.5,21.5,0.16,0.9,1.4,91.44,97.07,281.16
2020,2,2,15,242.84,0.63,0.44,74.07,103.98,12.72,0.05,0.3,1.28,91.5,97.2,293.08
2020,2,2,16,87.91,0.45,0.47,81.9,38.0,4.73,0.01,0.05,1.0,92.12,97.33,299.57
2020,2,2,17,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,0.76,91.81,97.45,307.14
2020,2,2,18,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,0.61,91.44,97.54,314.5
2020,2,2,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,0.44,91.31,97.6,320.83
2020,2,2,20,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,0.11,91.56,97.62,326.58
2020,2,2,21,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-1.34,94.38,97.64,327.37
2020,2,2,22,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-3.7,96.81,97.71,322.84
2020,2,2,23,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-4.68,97.38,97.79,315.77
2020,2,3,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-4.72,97.62,97.88,315.49
2020,2,3,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-4.88,96.5,97.88,325.97
2020,2,3,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-5.31,94.44,97.88,334.93
2020,2,3,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-5.87,93.19,97.83,342.3
2020,2,3,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-6.4,92.94,97.82,345.0
2020,2,3,5,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-7.18,93.06,97.85,344.62
2020,2,3,6,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-7.36,92.06,97.9,344.63
2020,2,3,7,7.52,0.39,0.23,89.21,1.7,0.26,0.0,0.0,-7.0,90.88,97.97,346.18
2020,2,3,8,65.63,0.32,0.44,81.55,27.9,3.45,0.01,0.05,-5.42,87.0,98.04,350.71
2020,2,3,9,93.92,0.23,0.37,73.31,44.6,6.59,0.04,0.2,-3.33,81.06,98.09,356.88
2020,2,3,10,128.66,0.23,0.37,66.78,63.4,9.41,0.09,0.48,-2.77,75.5,98.11,359.64
2020,2,3,11,221.69,0.34,0.38,62.55,105.7,15.58,0.19,1.0,-2.71,73.44,98.11,359.54
2020,2,3,12,170.76,0.25,0.38,61.14,84.62,12.77,0.16,0.88,-2.75,72.38,98.08,358.78
2020,2,3,13,202.59,0.31,0.38,62.75,100.35,14.87,0.18,0.95,-3.0,73.44,98.06,359.32
2020,2,3,14,157.15,0.29,0.37,67.15,74.95,10.83,0.1,0.52,-3.6,76.56,98.06,359.94
2020,2,3,15,119.09,0.3,0.38,73.81,55.45,7.44,0.04,0.2,-4.39,79.62,98.09,0.37
2020,2,3,16,81.46,0.4,0.41,81.58,35.3,4.22,0.01,0.05,-5.28,82.56,98.14,0.61
2020,2,3,17,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-6.55,85.38,98.2,1.41
2020,2,3,18,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-7.6,87.06,98.29,358.39
2020,2,3,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-8.5,88.31,98.37,354.37
2020,2,3,20,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-9.33,88.5,98.43,351.25
2020,2,3,21,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-9.84,88.25,98.52,349.38
2020,2,3,22,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-10.18,88.31,98.58,350.96
2020,2,3,23,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-10.74,89.06,98.64,352.63
2020,2,4,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-11.42,89.81,98.73,352.4
2020,2,4,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-12.18,90.31,98.83,352.22
2020,2,4,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-12.93,90.56,98.89,352.48
2020,2,4,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-13.81,90.81,98.94,353.36
2020,2,4,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-14.65,90.88,98.99,355.29
2020,2,4,5,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-15.4,90.69,99.05,355.07
2020,2,4,6,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-16.55,91.25,99.13,352.19
2020,2,4,7,9.84,0.46,0.39,89.12,2.4,0.37,0.0,0.0,-17.61,90.75,99.22,351.45
2020,2,4,8,122.74,0.59,0.53,81.34,49.0,5.8,0.02,0.08,-16.88,88.25,99.3,352.73
2020,2,4,9,293.82,0.72,0.48,73.08,120.75,14.79,0.08,0.4,-14.69,80.31,99.37,353.24
