-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 03/22/2019 through 04/30/2019 
Location: Latitude  44.9591   Longitude -93.2878 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 273.48 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
SZA                     CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PS                      MERRA-2 Surface Pressure (kPa) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PS,WD10M
2019,3,22,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-1.88,100.0,98.66,339.41
2019,3,22,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-2.15,100.0,98.69,342.08
2019,3,22,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-2.36,100.0,98.72,343.5
2019,3,22,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-2.45,100.0,98.76,343.83
2019,3,22,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-2.18,100.0,98.81,342.76
2019,3,22,5,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,-1.99,97.88,98.88,345.63
2019,3,22,6,32.22,0.52,0.25,87.44,9.02,1.03,0.0,0.02,-2.01,98.0,98.95,350.08
2019,3,22,7,206.24,0.69,0.27,77.34,81.3,8.32,0.02,0.12,-0.2,88.94,99.02,356.68
2019,3,22,8,400.09,0.75,0.18,67.18,164.4,18.88,0.14,0.75,2.63,76.38,99.07,7.46
2019,3,22,9,571.98,0.79,0.17,57.94,239.35,29.83,0.36,1.9,5.41,57.94,99.1,16.75
2019,3,22,10,701.71,0.8,0.17,50.35,296.48,38.46,0.6,3.0,6.79,51.0,99.1,15.96
2019,3,22,11,779.09,0.81,0.17,45.38,331.17,43.82,0.78,3.85,7.94,47.12,99.09,15.35
2019,3,22,12,803.18,0.81,0.16,43.98,340.38,44.87,0.82,4.02,8.91,44.5,99.06,13.45
