-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 10/01/2020 through 10/31/2020 
Location: Latitude  44.9591   Longitude -93.2878 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 273.48 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
SZA                     CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PS                      MERRA-2 Surface Pressure (kPa) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PS,WD10M
2020,10,1,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,8.02,81.88,98.07,311.99
2020,10,1,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,7.59,83.25,98.13,311.97
2020,10,1,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,7.19,88.31,98.19,312.22
2020,10,1,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,6.93,92.88,98.26,314.17
2020,10,1,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,7.1,94.19,98.35,317.09
2020,10,1,5,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,7.34,94.5,98.45,320.23
2020,10,1,6,20.62,0.32,0.14,87.3,6.12,0.8,0.0,0.02,7.53,93.06,98.57,327.54
2020,10,1,7,86.09,0.29,0.16,77.36,37.02,4.88,0.02,0.1,7.82,90.0,98.66,333.47
2020,10,1,8,170.3,0.33,0.16,67.63,76.02,10.59,0.1,0.52,8.21,85.94,98.75,337.5
2020,10,1,9,228.09,0.33,0.16,59.11,104.48,14.94,0.22,1.1,9.34,76.5,98.82,341.81
2020,10,1,10,334.67,0.41,0.15,52.54,144.38,19.86,0.36,1.75,10.55,66.12,98.86,343.67
2020,10,1,11,449.97,0.5,0.16,48.8,203.85,27.96,0.55,2.7,11.55,57.38,98.88,342.4
2020,10,1,12,445.8,0.5,0.16,48.6,199.0,27.26,0.54,2.65,12.32,51.69,98.89,339.39
2020,10,1,13,324.59,0.39,0.16,51.99,144.9,20.34,0.38,1.88,12.8,48.0,98.88,335.57
