-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 10/01/2019 through 10/31/2019 
Location: Latitude  44.9591   Longitude -93.2878 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 273.48 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
SZA                     CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PS                      MERRA-2 Surface Pressure (kPa) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PS,WD10M
2019,10,1,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,13.16,80.62,97.99,346.14
2019,10,1,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,12.69,80.69,98.07,331.52
2019,10,1,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,11.99,84.38,98.17,324.81
2019,10,1,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,11.14,90.19,98.09,354.5
2019,10,1,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,10.7,91.0,98.26,330.85
2019,10,1,5,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,9.8,91.88,98.35,339.09
2019,10,1,6,11.63,0.17,0.09,87.19,3.42,0.5,0.0,0.0,9.57,92.19,98.3,3.03
2019,10,1,7,25.16,0.09,0.11,77.19,10.62,1.62,0.02,0.05,9.76,90.19,98.27,16.38
2019,10,1,8,80.43,0.16,0.12,67.44,37.35,5.56,0.09,0.42,10.33,86.81,98.17,19.25
2019,10,1,9,47.79,0.07,0.11,58.89,23.27,3.58,0.07,0.35,11.58,83.31,98.47,338.17
2019,10,1,10,80.6,0.09,0.12,52.29,40.75,6.22,0.15,0.77,11.6,83.31,98.43,11.03
2019,10,1,11,124.1,0.14,0.14,48.52,63.17,9.45,0.25,1.33,12.85,78.75,98.38,17.29
2019,10,1,12,126.52,0.14,0.13,48.3,65.02,9.86,0.27,1.4,14.08,73.62,98.37,13.36
2019,10,1,13,61.19,0.07,0.12,51.7,30.3,4.48,0.1,0.52,14.04,73.69,98.33,15.42
2019,10,1,14,49.23,0.07,0.12,58.03,23.48,3.49,0.07,0.35,13.58,77.5,98.27,17.67
2019,10,1,15,53.13,0.1,0.12,66.41,26.02,4.03,0.06,0.33,13.17,83.0,98.22,17.03
2019,10,1,16,43.0,0.13,0.12,76.05,19.85,2.97,0.02,0.12,12.57,87.06,98.2,18.3
2019,10,1,17,16.43,0.19,0.11,86.28,5.88,0.84,0.0,0.02,11.71,87.88,98.22,20.97
2019,10,1,18,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,10.98,88.88,98.26,19.98
2019,10,1,19,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,10.51,90.62,98.31,19.07
2019,10,1,20,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,10.16,92.12,98.35,21.39
2019,10,1,21,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,9.97,92.56,98.37,25.77
2019,10,1,22,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,9.76,92.81,98.35,22.74
2019,10,1,23,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,9.55,92.94,98.33,18.1
2019,10,2,0,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,9.44,92.19,98.39,19.77
2019,10,2,1,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,9.26,92.0,98.45,16.28
2019,10,2,2,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,9.09,91.75,98.51,15.8
2019,10,2,3,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,8.94,91.56,98.52,30.11
2019,10,2,4,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,8.49,93.06,98.49,26.85
2019,10,2,5,0.0,-999.0,-999.0,90.0,0.0,0.0,0.0,0.0,8.01,94.38,98.52,23.26
