-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 08/01/2021 through 08/26/2021 
Location: Latitude  44.9591   Longitude -93.2878 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 273.48 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
SZA                     CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PS                      MERRA-2 Surface Pressure (kPa) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PS,WD10M
2021,8,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.87,78.81,98.59,353.98
2021,8,1,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.52,78.81,98.61,358.88
2021,8,1,2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.82,81.25,98.67,8.15
2021,8,1,3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.36,83.75,98.71,15.23
2021,8,1,4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,13.92,86.69,98.77,18.28
2021,8,1,5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.43,85.94,98.82,17.65
2021,8,1,6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.47,77.62,98.87,13.62
2021,8,1,7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.66,66.38,98.93,15.75
2021,8,1,8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.14,58.62,98.95,9.1
2021,8,1,9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.33,53.94,98.98,3.97
2021,8,1,10,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.37,50.38,98.99,1.12
2021,8,1,11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,23.14,48.25,98.97,358.72
2021,8,1,12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,23.83,46.5,98.93,355.75
2021,8,1,13,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,24.23,45.62,98.93,352.63
2021,8,1,14,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,24.4,45.31,98.92,350.26
2021,8,1,15,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,24.21,45.81,98.89,348.54
2021,8,1,16,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,23.76,46.88,98.89,348.11
2021,8,1,17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,23.12,49.62,98.88,348.5
2021,8,1,18,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.37,66.88,98.86,348.58
2021,8,1,19,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.53,65.94,98.88,348.74
2021,8,1,20,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.12,56.06,98.9,4.36
2021,8,1,21,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.97,54.69,98.9,114.36
2021,8,1,22,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.15,62.44,98.9,151.86
2021,8,1,23,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.63,69.75,98.93,166.3
2021,8,2,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.37,76.12,98.92,184.8
2021,8,2,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.43,80.62,98.95,207.44
2021,8,2,2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,13.56,84.44,98.97,229.95
2021,8,2,3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,12.9,86.69,98.98,248.16
2021,8,2,4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,12.8,86.81,98.98,260.48
2021,8,2,5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.0,82.38,99.0,268.41
